title,price,rating,availability,link,category,price_in_inr
The Lonely City: Adventures in the Art of Being Alone,33.26,Two,In stock,https://books.toscrape.com/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,Nonfiction,3858.16
The Diary of a Young Girl,59.9,Three,In stock,https://books.toscrape.com/the-diary-of-a-young-girl_634/index.html,Nonfiction,6948.4
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,Three,In stock,https://books.toscrape.com/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,Nonfiction,2460.36
Furiously Happy: A Funny Book About Horrible Things,41.46,Four,In stock,https://books.toscrape.com/furiously-happy-a-funny-book-about-horrible-things_619/index.html,Nonfiction,4809.36
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,Four,In stock,https://books.toscrape.com/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,Nonfiction,1354.8799999999999
"Mother, Can You Not?",16.89,Five,In stock,https://books.toscrape.com/mother-can-you-not_599/index.html,Nonfiction,1959.24
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,Three,In stock,https://books.toscrape.com/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,Nonfiction,2265.48
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,Two,In stock,https://books.toscrape.com/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,Nonfiction,2850.12
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,Two,In stock,https://books.toscrape.com/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,Nonfiction,4166.72
"Zero to One: Notes on Startups, or How to Build the Future",34.06,Three,In stock,https://books.toscrape.com/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,Nonfiction,3950.96
Why Not Me?,17.76,One,In stock,https://books.toscrape.com/why-not-me_554/index.html,Nonfiction,2060.1600000000003
When Breath Becomes Air,39.36,Two,In stock,https://books.toscrape.com/when-breath-becomes-air_553/index.html,Nonfiction,4565.76
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,Four,In stock,https://books.toscrape.com/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,Nonfiction,3300.2
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,Five,In stock,https://books.toscrape.com/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,Nonfiction,4511.24
Rising Strong,21.82,Three,In stock,https://books.toscrape.com/rising-strong_539/index.html,Nonfiction,2531.12
Man's Search for Meaning,29.48,Three,In stock,https://books.toscrape.com/mans-search-for-meaning_533/index.html,Nonfiction,3419.68
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,Two,In stock,https://books.toscrape.com/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,Nonfiction,2906.96
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,Three,In stock,https://books.toscrape.com/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,Nonfiction,1455.8000000000002
I Will Find You,44.21,One,In stock,https://books.toscrape.com/i-will-find-you_524/index.html,Nonfiction,5128.36
Brazen: The Courage to Find the You That's Been Hiding,19.22,Two,In stock,https://books.toscrape.com/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,Nonfiction,2229.52
Between the World and Me,56.91,Four,In stock,https://books.toscrape.com/between-the-world-and-me_513/index.html,Nonfiction,6601.5599999999995
Being Mortal: Medicine and What Matters in the End,55.06,Four,In stock,https://books.toscrape.com/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,Nonfiction,6386.96
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,Three,In stock,https://books.toscrape.com/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,Nonfiction,1531.1999999999998
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,Three,In stock,https://books.toscrape.com/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,Nonfiction,5235.08
Finding God in the Ruins: How God Redeems Pain,46.64,Two,In stock,https://books.toscrape.com/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,Nonfiction,5410.24
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,Four,In stock,https://books.toscrape.com/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,Nonfiction,6896.200000000001
In Cold Blood,49.98,Four,In stock,https://books.toscrape.com/in-cold-blood_432/index.html,Nonfiction,5797.679999999999
"Girl, Interrupted",42.14,Three,In stock,https://books.toscrape.com/girl-interrupted_429/index.html,Nonfiction,4888.24
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,Two,In stock,https://books.toscrape.com/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,Nonfiction,5645.72
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,Four,In stock,https://books.toscrape.com/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,Nonfiction,2917.3999999999996
My Mother Was Nuts,31.63,Four,In stock,https://books.toscrape.com/my-mother-was-nuts_388/index.html,Nonfiction,3669.08
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,Three,In stock,https://books.toscrape.com/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,Nonfiction,3752.6000000000004
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,Three,In stock,https://books.toscrape.com/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,Nonfiction,4490.36
The Gunning of America: Business and the Making of American Gun Culture,16.81,Four,In stock,https://books.toscrape.com/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,Nonfiction,1949.9599999999998
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,Two,In stock,https://books.toscrape.com/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,Nonfiction,3274.68
God Is Not Great: How Religion Poisons Everything,27.8,One,In stock,https://books.toscrape.com/god-is-not-great-how-religion-poisons-everything_323/index.html,Nonfiction,3224.8
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,Three,In stock,https://books.toscrape.com/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,Nonfiction,3706.2
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,Three,In stock,https://books.toscrape.com/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,Nonfiction,5876.5599999999995
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,One,In stock,https://books.toscrape.com/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,Nonfiction,6738.4400000000005
Under the Banner of Heaven: A Story of Violent Faith,30.0,One,In stock,https://books.toscrape.com/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,Nonfiction,3480.0
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,One,In stock,https://books.toscrape.com/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,Nonfiction,6207.16
The Name of God is Mercy,37.25,Two,In stock,https://books.toscrape.com/the-name-of-god-is-mercy_264/index.html,Nonfiction,4321.0
Stiff: The Curious Lives of Human Cadavers,36.74,Three,In stock,https://books.toscrape.com/stiff-the-curious-lives-of-human-cadavers_226/index.html,Nonfiction,4261.84
Spilled Milk: Based on a True Story,49.51,One,In stock,https://books.toscrape.com/spilled-milk-based-on-a-true-story_225/index.html,Nonfiction,5743.16
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,Four,In stock,https://books.toscrape.com/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,Nonfiction,4833.72
Outliers: The Story of Success,14.16,One,In stock,https://books.toscrape.com/outliers-the-story-of-success_204/index.html,Nonfiction,1642.56
Notes from a Small Island (Notes From a Small Island #1),40.17,One,In stock,https://books.toscrape.com/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,Nonfiction,4659.72
Night (The Night Trilogy #1),13.51,One,In stock,https://books.toscrape.com/night-the-night-trilogy-1_199/index.html,Nonfiction,1567.16
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,One,In stock,https://books.toscrape.com/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,Nonfiction,6708.28
Letter to a Christian Nation,22.2,One,In stock,https://books.toscrape.com/letter-to-a-christian-nation_186/index.html,Nonfiction,2575.2
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,One,In stock,https://books.toscrape.com/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,Nonfiction,5232.76
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,One,In stock,https://books.toscrape.com/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,Nonfiction,4916.08
Into the Wild,56.7,Five,In stock,https://books.toscrape.com/into-the-wild_177/index.html,Nonfiction,6577.200000000001
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,Three,In stock,https://books.toscrape.com/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,Nonfiction,3346.6000000000004
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,Two,In stock,https://books.toscrape.com/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,Nonfiction,3350.08
Gratitude,26.66,Five,In stock,https://books.toscrape.com/gratitude_163/index.html,Nonfiction,3092.56
Disrupted: My Misadventure in the Start-Up Bubble,15.28,Five,In stock,https://books.toscrape.com/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,Nonfiction,1772.48
Brave Enough,51.32,Five,In stock,https://books.toscrape.com/brave-enough_135/index.html,Nonfiction,5953.12
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,Two,In stock,https://books.toscrape.com/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,Nonfiction,3172.6000000000004
Blink: The Power of Thinking Without Thinking,21.74,Five,In stock,https://books.toscrape.com/blink-the-power-of-thinking-without-thinking_132/index.html,Nonfiction,2521.8399999999997
Black Flags: The Rise of ISIS,40.87,One,In stock,https://books.toscrape.com/black-flags-the-rise-of-isis_131/index.html,Nonfiction,4740.92
Are We Smart Enough to Know How Smart Animals Are?,56.58,One,In stock,https://books.toscrape.com/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,Nonfiction,6563.28
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,Four,In stock,https://books.toscrape.com/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,Nonfiction,3535.68
"The Suffragettes (Little Black Classics, #96)",11.89,Two,In stock,https://books.toscrape.com/the-suffragettes-little-black-classics-96_112/index.html,Nonfiction,1379.24
Kindle Paperwhite User's Guide,34.0,Three,In stock,https://books.toscrape.com/kindle-paperwhite-users-guide_103/index.html,Nonfiction,3944.0
H is for Hawk,57.42,Five,In stock,https://books.toscrape.com/h-is-for-hawk_102/index.html,Nonfiction,6660.72
Travels with Charley: In Search of America,57.82,Five,In stock,https://books.toscrape.com/travels-with-charley-in-search-of-america_90/index.html,Nonfiction,6707.12
The Tumor,41.56,Five,In stock,https://books.toscrape.com/the-tumor_85/index.html,Nonfiction,4820.96
The End of the Jesus Era (An Investigation #1),14.4,One,In stock,https://books.toscrape.com/the-end-of-the-jesus-era-an-investigation-1_64/index.html,Nonfiction,1670.4
"Eat, Pray, Love",51.32,Three,In stock,https://books.toscrape.com/eat-pray-love_16/index.html,Nonfiction,5953.12
Rip it Up and Start Again,35.02,Five,In stock,https://books.toscrape.com/rip-it-up-and-start-again_986/index.html,Music,4062.32
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,Three,In stock,https://books.toscrape.com/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,Music,6641.0
How Music Works,37.32,Two,In stock,https://books.toscrape.com/how-music-works_979/index.html,Music,4329.12
Love Is a Mix Tape (Music #1),18.03,One,In stock,https://books.toscrape.com/love-is-a-mix-tape-music-1_711/index.html,Music,2091.48
Please Kill Me: The Uncensored Oral History of Punk,31.19,Four,In stock,https://books.toscrape.com/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,Music,3618.04
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,Five,In stock,https://books.toscrape.com/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,Music,5225.799999999999
"Chronicles, Vol. 1",52.6,Two,In stock,https://books.toscrape.com/chronicles-vol-1_462/index.html,Music,6101.6
This Is Your Brain on Music: The Science of a Human Obsession,38.4,One,In stock,https://books.toscrape.com/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,Music,4454.4
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,Three,In stock,https://books.toscrape.com/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,Music,1433.76
No One Here Gets Out Alive,20.02,Five,In stock,https://books.toscrape.com/no-one-here-gets-out-alive_336/index.html,Music,2322.32
Life,31.58,Five,In stock,https://books.toscrape.com/life_104/index.html,Music,3663.2799999999997
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,Two,In stock,https://books.toscrape.com/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,Music,6456.5599999999995
Forever Rockers (The Rocker #12),28.8,Three,In stock,https://books.toscrape.com/forever-rockers-the-rocker-12_19/index.html,Music,3340.8
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,Three,In stock,https://books.toscrape.com/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,Default,2079.88
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,Four,In stock,https://books.toscrape.com/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,Default,2621.6000000000004
"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,Two,In stock,https://books.toscrape.com/starving-hearts-triangular-trade-trilogy-1_990/index.html,Default,1622.84
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,Three,In stock,https://books.toscrape.com/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,Default,2610.0
Aladdin and His Wonderful Lamp,53.13,Three,In stock,https://books.toscrape.com/aladdin-and-his-wonderful-lamp_973/index.html,Default,6163.08
Penny Maybe,33.29,Three,In stock,https://books.toscrape.com/penny-maybe_965/index.html,Default,3861.64
Maude (1883-1993):She Grew Up with the country,18.02,Two,In stock,https://books.toscrape.com/maude-1883-1993she-grew-up-with-the-country_964/index.html,Default,2090.32
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,Five,In stock,https://books.toscrape.com/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,Default,2388.44
Soul Reader,39.58,Two,In stock,https://books.toscrape.com/soul-reader_926/index.html,Default,4591.28
Bossypants,49.46,Two,In stock,https://books.toscrape.com/bossypants_883/index.html,Default,5737.36
A World of Flavor: Your Gluten Free Passport,42.95,One,In stock,https://books.toscrape.com/a-world-of-flavor-your-gluten-free-passport_879/index.html,Default,4982.200000000001
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,Five,In stock,https://books.toscrape.com/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,Default,6584.16
Tracing Numbers on a Train,41.6,Three,In stock,https://books.toscrape.com/tracing-numbers-on-a-train_869/index.html,Default,4825.6
Thirteen Reasons Why,52.72,One,In stock,https://books.toscrape.com/thirteen-reasons-why_866/index.html,Default,6115.5199999999995
The Secret (The Secret #1),27.37,Four,In stock,https://books.toscrape.com/the-secret-the-secret-1_859/index.html,Default,3174.92
The Psychopath Test: A Journey Through the Madness Industry,36.0,Two,In stock,https://books.toscrape.com/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,Default,4176.0
The Kite Runner,41.82,Four,In stock,https://books.toscrape.com/the-kite-runner_847/index.html,Default,4851.12
The Girl on the Train,55.02,Two,In stock,https://books.toscrape.com/the-girl-on-the-train_844/index.html,Default,6382.320000000001
The Emerald Mystery,23.15,Two,In stock,https://books.toscrape.com/the-emerald-mystery_842/index.html,Default,2685.3999999999996
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,Three,In stock,https://books.toscrape.com/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,Default,3712.0
The Art of War,33.34,Five,In stock,https://books.toscrape.com/the-art-of-war_838/index.html,Default,3867.4400000000005
Secrets and Lace (Fatal Hearts #1),20.27,One,In stock,https://books.toscrape.com/secrets-and-lace-fatal-hearts-1_829/index.html,Default,2351.32
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,One,In stock,https://books.toscrape.com/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,Default,4285.04
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,One,In stock,https://books.toscrape.com/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,Default,4762.96
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),10.76,One,In stock,https://books.toscrape.com/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,Default,1248.16
Large Print Heart of the Pride,19.15,Two,In stock,https://books.toscrape.com/large-print-heart-of-the-pride_815/index.html,Default,2221.3999999999996
Grumbles,22.16,Two,In stock,https://books.toscrape.com/grumbles_812/index.html,Default,2570.56
First Steps for New Christians (Print Edition),29.0,One,In stock,https://books.toscrape.com/first-steps-for-new-christians-print-edition_808/index.html,Default,3364.0
Eureka Trivia 6.0,54.59,Four,In stock,https://books.toscrape.com/eureka-trivia-60_805/index.html,Default,6332.4400000000005
Drive: The Surprising Truth About What Motivates Us,34.95,Four,In stock,https://books.toscrape.com/drive-the-surprising-truth-about-what-motivates-us_804/index.html,Default,4054.2000000000003
Done Rubbed Out (Reightman & Bailey #1),37.72,Five,In stock,https://books.toscrape.com/done-rubbed-out-reightman-bailey-1_803/index.html,Default,4375.5199999999995
Beauty Restored (Riley Family Legacy Novellas #3),11.11,Two,In stock,https://books.toscrape.com/beauty-restored-riley-family-legacy-novellas-3_794/index.html,Default,1288.76
Ayumi's Violin,15.48,Two,In stock,https://books.toscrape.com/ayumis-violin_791/index.html,Default,1795.68
Anonymous,46.82,Four,In stock,https://books.toscrape.com/anonymous_790/index.html,Default,5431.12
Amy Meets the Saints and Sages,18.46,Three,In stock,https://books.toscrape.com/amy-meets-the-saints-and-sages_789/index.html,Default,2141.36
Amatus,50.54,Five,In stock,https://books.toscrape.com/amatus_787/index.html,Default,5862.64
V for Vendetta (V for Vendetta Complete),37.1,Four,In stock,https://books.toscrape.com/v-for-vendetta-v-for-vendetta-complete_776/index.html,Default,4303.6
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,Two,In stock,https://books.toscrape.com/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,Default,5330.200000000001
The Wright Brothers,56.8,Four,In stock,https://books.toscrape.com/the-wright-brothers_769/index.html,Default,6588.799999999999
The Songs of the Gods,44.48,Five,In stock,https://books.toscrape.com/the-songs-of-the-gods_763/index.html,Default,5159.679999999999
The Rosie Project (Don Tillman #1),54.04,One,In stock,https://books.toscrape.com/the-rosie-project-don-tillman-1_761/index.html,Default,6268.64
The Power of Habit: Why We Do What We Do in Life and Business,16.88,Three,In stock,https://books.toscrape.com/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,Default,1958.08
Steve Jobs,39.5,Five,In stock,https://books.toscrape.com/steve-jobs_737/index.html,Default,4582.0
Luckiest Girl Alive,49.83,Three,In stock,https://books.toscrape.com/luckiest-girl-alive_713/index.html,Default,5780.28
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,Four,In stock,https://books.toscrape.com/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,Default,5441.5599999999995
Lady Midnight (The Dark Artifices #1),16.28,Five,In stock,https://books.toscrape.com/lady-midnight-the-dark-artifices-1_707/index.html,Default,1888.48
"Hush, Hush (Hush, Hush #1)",47.02,Three,In stock,https://books.toscrape.com/hush-hush-hush-hush-1_701/index.html,Default,5454.320000000001
Greek Mythic History,10.23,Five,In stock,https://books.toscrape.com/greek-mythic-history_698/index.html,Default,1186.68
Every Last Word,46.47,Three,In stock,https://books.toscrape.com/every-last-word_693/index.html,Default,5390.5199999999995
Daily Fantasy Sports,36.58,One,In stock,https://books.toscrape.com/daily-fantasy-sports_683/index.html,Default,4243.28
Clockwork Angel (The Infernal Devices #1),44.14,One,In stock,https://books.toscrape.com/clockwork-angel-the-infernal-devices-1_679/index.html,Default,5120.24
City of Fallen Angels (The Mortal Instruments #4),11.23,Four,In stock,https://books.toscrape.com/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,Default,1302.68
City of Bones (The Mortal Instruments #1),43.28,One,In stock,https://books.toscrape.com/city-of-bones-the-mortal-instruments-1_676/index.html,Default,5020.4800000000005
City of Ashes (The Mortal Instruments #2),47.27,One,In stock,https://books.toscrape.com/city-of-ashes-the-mortal-instruments-2_675/index.html,Default,5483.320000000001
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,Three,In stock,https://books.toscrape.com/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,Default,3694.6000000000004
Carrie,46.23,Two,In stock,https://books.toscrape.com/carrie_671/index.html,Default,5362.679999999999
Angels & Demons (Robert Langdon #1),51.48,Three,In stock,https://books.toscrape.com/angels-demons-robert-langdon-1_661/index.html,Default,5971.679999999999
"The Three Searches, Meaning, and the Story",13.33,Three,In stock,https://books.toscrape.com/the-three-searches-meaning-and-the-story_649/index.html,Default,1546.28
Raspberry Pi Electronics Projects for the Evil Genius,49.67,Four,In stock,https://books.toscrape.com/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,Default,5761.72
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,Five,In stock,https://books.toscrape.com/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,Default,6765.12
Eleanor & Park,56.51,Five,In stock,https://books.toscrape.com/eleanor-park_616/index.html,Default,6555.16
Troublemaker: Surviving Hollywood and Scientology,48.39,Two,In stock,https://books.toscrape.com/troublemaker-surviving-hollywood-and-scientology_610/index.html,Default,5613.24
Adultery,20.88,Five,In stock,https://books.toscrape.com/adultery_586/index.html,Default,2422.08
Unlimited Intuition Now,58.87,Four,In stock,https://books.toscrape.com/unlimited-intuition-now_578/index.html,Default,6828.92
Underlying Notes,11.82,Two,In stock,https://books.toscrape.com/underlying-notes_577/index.html,Default,1371.1200000000001
The New Brand You: Your New Image Makes the Sale for You,44.05,Five,In stock,https://books.toscrape.com/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,Default,5109.799999999999
The Flowers Lied,16.68,Two,In stock,https://books.toscrape.com/the-flowers-lied_573/index.html,Default,1934.8799999999999
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,Four,In stock,https://books.toscrape.com/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,Default,1207.56
Modern Day Fables,47.44,Two,In stock,https://books.toscrape.com/modern-day-fables_565/index.html,Default,5503.04
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,Five,In stock,https://books.toscrape.com/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,Default,5059.92
The Martian (The Martian #1),41.39,Two,In stock,https://books.toscrape.com/the-martian-the-martian-1_548/index.html,Default,4801.24
Left Behind (Left Behind #1),40.72,Two,In stock,https://books.toscrape.com/left-behind-left-behind-1_529/index.html,Default,4723.5199999999995
John Vassos: Industrial Design for Modern Life,20.22,Four,In stock,https://books.toscrape.com/john-vassos-industrial-design-for-modern-life_526/index.html,Default,2345.52
I'll Give You the Sun,56.48,One,In stock,https://books.toscrape.com/ill-give-you-the-sun_525/index.html,Default,6551.679999999999
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,Two,In stock,https://books.toscrape.com/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,Default,6131.76
Ender's Game (The Ender Quintet #1),43.64,One,In stock,https://books.toscrape.com/enders-game-the-ender-quintet-1_518/index.html,Default,5062.24
Death by Leisure: A Cautionary Tale,37.51,Four,In stock,https://books.toscrape.com/death-by-leisure-a-cautionary-tale_516/index.html,Default,4351.16
Wildlife of New York: A Five-Borough Coloring Book,22.14,Two,In stock,https://books.toscrape.com/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,Default,2568.2400000000002
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,One,In stock,https://books.toscrape.com/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,Default,4027.52
The Great Gatsby,36.05,Four,In stock,https://books.toscrape.com/the-great-gatsby_498/index.html,Default,4181.799999999999
The Good Girl,49.03,Three,In stock,https://books.toscrape.com/the-good-girl_497/index.html,Default,5687.4800000000005
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,Four,In stock,https://books.toscrape.com/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,Default,3847.7200000000003
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,Two,In stock,https://books.toscrape.com/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,Default,2424.3999999999996
Life of Pi,13.22,Four,In stock,https://books.toscrape.com/life-of-pi_475/index.html,Default,1533.52
The Sound Of Love,57.84,Five,In stock,https://books.toscrape.com/the-sound-of-love_455/index.html,Default,6709.4400000000005
The Perks of Being a Wallflower,55.02,Three,In stock,https://books.toscrape.com/the-perks-of-being-a-wallflower_453/index.html,Default,6382.320000000001
The Makings of a Fatherless Child,31.58,Two,In stock,https://books.toscrape.com/the-makings-of-a-fatherless-child_450/index.html,Default,3663.2799999999997
The Hobbit (Middle-Earth Universe),17.8,Five,In stock,https://books.toscrape.com/the-hobbit-middle-earth-universe_447/index.html,Default,2064.8
The Fellowship of the Ring (The Lord of the Rings #1),10.27,Two,In stock,https://books.toscrape.com/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,Default,1191.32
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,Three,In stock,https://books.toscrape.com/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,Default,3549.6000000000004
